cid,title,cat,cat_path,page,langs,n_langs
KOP007211,왕가,음식,음식 > 한식,53,KOP007211:한국어|ENP007211:영어|JPP007211:일본어|CNP007211:중국어 간체|TCP007211:중국어 번체,5
KOP007196,의정부평양면옥,음식,음식 > 한식,53,KOP007196:한국어|ENP007196:영어|JPP007196:일본어|CNP007196:중국어 간체|TCP007196:중국어 번체|RUP007196:러시아어,6
KOP007190,참설농탕,음식,음식 > 한식,53,KOP007190:한국어|ENP007190:영어|JPP007190:일본어|CNP007190:중국어 간체|TCP007190:중국어 번체,5
KOP007175,오선채,음식,음식 > 한식,53,KOP007175:한국어|ENP007175:영어|JPP007175:일본어|CNP007175:중국어 간체|TCP007175:중국어 번체,5
KOP007165,서석대,음식,음식 > 한식,54,KOP007165:한국어|ENP007165:영어|JPP007165:일본어|CNP007165:중국어 간체|TCP007165:중국어 번체,5
KOP007145,두레미담(서울대점),음식,음식 > 한식,54,KOP007145:한국어|ENP007145:영어|JPP007145:일본어|CNP007145:중국어 간체|TCP007145:중국어 번체,5
KOP007180,수빈떡갈비,음식,음식 > 한식,54,KOP007180:한국어|ENP007180:영어|JPP007180:일본어|CNP007180:중국어 간체|TCP007180:중국어 번체,5
KOP007170,[백년가게] 역전회관,음식,음식 > 한식,54,KOP007170:한국어|ENP007170:영어|JPP007170:일본어|CNP007170:중국어 간체|TCP007170:중국어 번체|RUP007170:러시아어,6
KOP007160,마포옥,음식,음식 > 한식,54,KOP007160:한국어|ENP007160:영어|JPP007160:일본어|CNP007160:중국어 간체|TCP007160:중국어 번체,5
KOP007461,돈수백,음식,음식 > 한식,54,KOP007461:한국어|ENP007461:영어|JPP007461:일본어|CNP007461:중국어 간체|TCP007461:중국어 번체,5
KOP007130,극락돈 회기점,음식,음식 > 한식,54,KOP007130:한국어|ENP007130:영어|JPP007130:일본어|CNP007130:중국어 간체|TCP007130:중국어 번체,5
KOP007088,부림정 숯불갈비,음식,음식 > 한식,54,KOP007088:한국어|ENP007088:영어|JPP007088:일본어|CNP007088:중국어 간체|TCP007088:중국어 번체,5
KOP007069,광장동가온,음식,음식 > 한식,54,KOP007069:한국어|ENP007069:영어|JPP007069:일본어|CNP007069:중국어 간체|TCP007069:중국어 번체,5
KOP007059,고모네원조콩탕황태탕,음식,음식 > 한식,54,KOP007059:한국어|ENP007059:영어|JPP007059:일본어|CNP007059:중국어 간체|TCP007059:중국어 번체,5
KOP006785,길손,음식,음식 > 주점,54,KOP006785:한국어|ENP006785:영어|JPP006785:일본어|CNP006785:중국어 간체|TCP006785:중국어 번체,5
KOP006917,평가옥(양재점),음식,음식 > 한식,54,KOP006917:한국어|ENP006917:영어|JPP006917:일본어|CNP006917:중국어 간체|TCP006917:중국어 번체,5
KOP007436,불이아(강남점),음식,음식 > 외국식 > 중식,54,KOP007436:한국어|ENP007436:영어|JPP007436:일본어|CNP007436:중국어 간체|TCP007436:중국어 번체,5
KOP007244,마리모,음식,음식 > 주점,54,KOP007244:한국어|ENP007244:영어|JPP007244:일본어|CNP007244:중국어 간체|TCP007244:중국어 번체,5
KOP007306,금강바베큐치킨,음식,음식 > 한식,54,KOP007306:한국어|ENP007306:영어|JPP007306:일본어|CNP007306:중국어 간체|TCP007306:중국어 번체,5
KOP006582,단풍나무집(이태원점),음식,음식 > 한식,54,KOP006582:한국어|ENP006582:영어|JPP006582:일본어|CNP006582:중국어 간체|TCP006582:중국어 번체,5
KOP006341,한우집위,음식,음식 > 한식,54,KOP006341:한국어|ENP006341:영어|JPP006341:일본어|CNP006341:중국어 간체|TCP006341:중국어 번체,5
KOP006392,여의도양지탕,음식,음식 > 한식,54,KOP006392:한국어|ENP006392:영어|CNP006392:중국어 간체|TCP006392:중국어 번체,4
KOP007280,가미우동,음식,음식 > 외국식 > 일식,54,KOP007280:한국어|ENP007280:영어|JPP007280:일본어|CNP007280:중국어 간체|TCP007280:중국어 번체,5
KOP006987,황소집,음식,음식 > 한식,54,KOP006987:한국어|ENP006987:영어|JPP006987:일본어|CNP006987:중국어 간체|TCP006987:중국어 번체,5
KOP006678,아티제 삼성타운점,음식,음식 > 카페/찻집,55,KOP006678:한국어|ENP006678:영어|JPP006678:일본어|CNP006678:중국어 간체|TCP006678:중국어 번체,5
KOP006520,장사랑,음식,음식 > 한식,55,KOP006520:한국어|ENP006520:영어|JPP006520:일본어|CNP006520:중국어 간체|TCP006520:중국어 번체,5
KOP006262,전주설렁탕,음식,음식 > 한식,55,KOP006262:한국어|ENP006262:영어|JPP006262:일본어|CNP006262:중국어 간체|TCP006262:중국어 번체|RUP006262:러시아어,6
KOP007029,플로리안,음식,음식 > 카페/찻집,55,KOP007029:한국어|ENP007029:영어|JPP007029:일본어|CNP007029:중국어 간체|TCP007029:중국어 번체|RUP007029:러시아어,6
KOP006806,감촌,음식,음식 > 한식,55,KOP006806:한국어|ENP006806:영어|JPP006806:일본어|CNP006806:중국어 간체|TCP006806:중국어 번체,5
KOP006843,대련집,음식,음식 > 한식,55,KOP006843:한국어|ENP006843:영어|JPP006843:일본어|CNP006843:중국어 간체|TCP006843:중국어 번체,5
KOP006848,명화당,음식,음식 > 한식,55,KOP006848:한국어|ENP006848:영어|JPP006848:일본어|CNP006848:중국어 간체|TCP006848:중국어 번체,5
KOP006853,첨벙아구찜,음식,음식 > 한식,55,KOP006853:한국어|ENP006853:영어|JPP006853:일본어|CNP006853:중국어 간체|TCP006853:중국어 번체,5
KOP007019,늘푸른목장,음식,음식 > 한식,55,KOP007019:한국어|ENP007019:영어|JPP007019:일본어|CNP007019:중국어 간체|TCP007019:중국어 번체,5
KOP006661,폴앤폴리나,음식,음식 > 카페/찻집,55,KOP006661:한국어|ENP006661:영어|JPP006661:일본어|CNP006661:중국어 간체|TCP006661:중국어 번체|RUP006661:러시아어,6
KOP006205,마츠에라멘,음식,음식 > 외국식 > 일식,55,KOP006205:한국어|ENP006205:영어|JPP006205:일본어|CNP006205:중국어 간체|TCP006205:중국어 번체,5
KOP006289,흑돈가,음식,음식 > 한식,55,KOP006289:한국어|ENP006289:영어|JPP006289:일본어|CNP006289:중국어 간체|TCP006289:중국어 번체,5
KOP006294,나리의집,음식,음식,55,KOP006294:한국어|ENP006294:영어|JPP006294:일본어|CNP006294:중국어 간체|TCP006294:중국어 번체,5
KOP006299,만발,음식,음식 > 한식,55,KOP006299:한국어|ENP006299:영어|JPP006299:일본어|CNP006299:중국어 간체|TCP006299:중국어 번체,5
KOP006304,신안촌,음식,음식 > 한식,55,KOP006304:한국어|ENP006304:영어|JPP006304:일본어|CNP006304:중국어 간체|TCP006304:중국어 번체,5
KOP005970,한추,음식,음식 > 한식,55,KOP005970:한국어|ENP005970:영어|JPP005970:일본어|CNP005970:중국어 간체|TCP005970:중국어 번체,5
KOP006859,스탠딩커피,음식,음식 > 카페/찻집,55,KOP006859:한국어|ENP006859:영어|JPP006859:일본어|CNP006859:중국어 간체|TCP006859:중국어 번체,5
KOP006818,사발,음식,음식 > 한식,55,KOP006818:한국어|ENP006818:영어|JPP006818:일본어|CNP006818:중국어 간체|TCP006818:중국어 번체|RUP006818:러시아어,6
KOP006746,텀블러비어,음식,음식 > 주점,55,KOP006746:한국어|ENP006746:영어|JPP006746:일본어|CNP006746:중국어 간체|TCP006746:중국어 번체|RUP006746:러시아어,6
KOP006381,마미청국장,음식,음식 > 한식,55,KOP006381:한국어|ENP006381:영어|JPP006381:일본어|CNP006381:중국어 간체|TCP006381:중국어 번체,5
KOP006236,산들해,음식,음식 > 한식,56,KOP006236:한국어|ENP006236:영어|JPP006236:일본어|CNP006236:중국어 간체|TCP006236:중국어 번체,5
KOP006113,란나타이,음식,음식 > 외국식 > 기타외국식,56,KOP006113:한국어|ENP006113:영어|JPP006113:일본어|CNP006113:중국어 간체|TCP006113:중국어 번체,5
KOP006134,가람국시,음식,음식 > 한식,56,KOP006134:한국어|ENP006134:영어|JPP006134:일본어|CNP006134:중국어 간체|TCP006134:중국어 번체,5
KOP006026,세림,음식,음식 > 한식,56,KOP006026:한국어|ENP006026:영어|JPP006026:일본어|CNP006026:중국어 간체|TCP006026:중국어 번체,5
KOP006613,나폴레옹과자점,음식,음식 > 카페/찻집,56,KOP006613:한국어|ENP006613:영어|JPP006613:일본어|CNP006613:중국어 간체|TCP006613:중국어 번체,5
KOP006775,주빌리쇼콜라띠에,음식,음식 > 카페/찻집,56,KOP006775:한국어|ENP006775:영어|JPP006775:일본어|CNP006775:중국어 간체|TCP006775:중국어 번체,5
KOP006455,철철복집,음식,음식 > 한식,56,KOP006455:한국어|ENP006455:영어|JPP006455:일본어|CNP006455:중국어 간체|TCP006455:중국어 번체,5
KOP006284,동표골뱅이,음식,음식 > 한식,56,KOP006284:한국어|ENP006284:영어|JPP006284:일본어|CNP006284:중국어 간체|TCP006284:중국어 번체|RUP006284:러시아어,6
KOP006407,함평면옥,음식,음식 > 한식,56,KOP006407:한국어|ENP006407:영어|JPP006407:일본어|CNP006407:중국어 간체|TCP006407:중국어 번체,5
KOP006182,텐카이,음식,음식 > 외국식 > 일식,56,KOP006182:한국어|ENP006182:영어|JPP006182:일본어|CNP006182:중국어 간체|TCP006182:중국어 번체,5
KOP006215,진아춘 광화문점,음식,음식 > 외국식 > 중식,56,KOP006215:한국어|ENP006215:영어|JPP006215:일본어|CNP006215:중국어 간체|TCP006215:중국어 번체,5
KOP006157,창고43,음식,음식 > 한식,56,KOP006157:한국어|ENP006157:영어|JPP006157:일본어|CNP006157:중국어 간체|TCP006157:중국어 번체,5
KOP006118,황태본가,음식,음식 > 한식,56,KOP006118:한국어|ENP006118:영어|JPP006118:일본어|CNP006118:중국어 간체|TCP006118:중국어 번체,5
KOP005983,싱카이 역삼점,음식,음식 > 외국식 > 일식,56,KOP005983:한국어|ENP005983:영어|JPP005983:일본어|CNP005983:중국어 간체|TCP005983:중국어 번체,5
KOP006473,도이치하우스,음식,음식 > 주점,56,KOP006473:한국어|ENP006473:영어|JPP006473:일본어|CNP006473:중국어 간체|TCP006473:중국어 번체,5
KOP006509,동아냉면,음식,음식 > 한식,56,KOP006509:한국어|ENP006509:영어|JPP006509:일본어|CNP006509:중국어 간체|TCP006509:중국어 번체,5
KOP006587,두가헌,음식,음식 > 외국식 > 서양식,56,KOP006587:한국어|ENP006587:영어|JPP006587:일본어|CNP006587:중국어 간체|TCP006587:중국어 번체,5
KOP006438,내고향식당,음식,음식 > 한식,56,KOP006438:한국어|ENP006438:영어|JPP006438:일본어|CNP006438:중국어 간체|TCP006438:중국어 번체,5
KOP006334,홈수끼 (Home Sukki),음식,음식 > 외국식 > 기타외국식,56,KOP006334:한국어|ENP006334:영어|JPP006334:일본어|CNP006334:중국어 간체|TCP006334:중국어 번체,5
KOP006397,개화,음식,음식 > 외국식 > 중식,56,KOP006397:한국어|ENP006397:영어|JPP006397:일본어|CNP006397:중국어 간체|TCP006397:중국어 번체,5
KOP006277,한스케익,음식,음식 > 카페/찻집,57,KOP006277:한국어|ENP006277:영어|JPP006277:일본어|CNP006277:중국어 간체|TCP006277:중국어 번체|RUP006277:러시아어,6
KOP006052,충무김밥,음식,음식 > 한식,57,KOP006052:한국어|ENP006052:영어|JPP006052:일본어|CNP006052:중국어 간체|TCP006052:중국어 번체,5
KOP006102,충무상회,음식,음식 > 한식,57,KOP006102:한국어|ENP006102:영어|JPP006102:일본어|CNP006102:중국어 간체|TCP006102:중국어 번체,5
KOP006891,워킹온더클라우드,음식,음식 > 외국식 > 서양식,57,KOP006891:한국어|ENP006891:영어|JPP006891:일본어|CNP006891:중국어 간체|TCP006891:중국어 번체,5
KOP006790,열해,음식,음식 > 외국식 > 일식,57,KOP006790:한국어|ENP006790:영어|JPP006790:일본어|CNP006790:중국어 간체|TCP006790:중국어 번체,5
KOP006539,아카사카,음식,음식 > 외국식 > 일식,57,KOP006539:한국어|ENP006539:영어|JPP006539:일본어|CNP006539:중국어 간체|TCP006539:중국어 번체,5
KOP006324,서글렁탕,음식,음식 > 한식,57,KOP006324:한국어|ENP006324:영어|JPP006324:일본어|CNP006324:중국어 간체|TCP006324:중국어 번체,5
KOP006357,성북동누룽지백숙,음식,음식 > 한식,57,KOP006357:한국어|ENP006357:영어|JPP006357:일본어|CNP006357:중국어 간체|TCP006357:중국어 번체,5
KOP006386,성북동돼지갈비집,음식,음식 > 한식,57,KOP006386:한국어|ENP006386:영어|JPP006386:일본어|CNP006386:중국어 간체|TCP006386:중국어 번체,5
KOP006425,송아저씨빈대떡,음식,음식 > 한식,57,KOP006425:한국어|ENP006425:영어|JPP006425:일본어|CNP006425:중국어 간체,4
KOP006210,부산복집,음식,음식 > 한식,57,KOP006210:한국어|ENP006210:영어|JPP006210:일본어|CNP006210:중국어 간체|TCP006210:중국어 번체,5
KOP006241,비양도,음식,음식 > 외국식 > 일식,57,KOP006241:한국어|ENP006241:영어|JPP006241:일본어|CNP006241:중국어 간체|TCP006241:중국어 번체,5
KOP006096,바다식당,음식,음식 > 한식,57,KOP006096:한국어|ENP006096:영어|JPP006096:일본어|CNP006096:중국어 간체|TCP006096:중국어 번체,5
KOP006151,백제삼계탕,음식,음식 > 한식,57,KOP006151:한국어|ENP006151:영어|JPP006151:일본어|CNP006151:중국어 간체|TCP006151:중국어 번체,5
KOP006042,무등산,음식,음식 > 한식,57,KOP006042:한국어|ENP006042:영어|JPP006042:일본어|CNP006042:중국어 간체|TCP006042:중국어 번체,5
KOP006072,문화옥,음식,음식 > 한식,57,KOP006072:한국어|ENP006072:영어|JPP006072:일본어|CNP006072:중국어 간체|TCP006072:중국어 번체,5
KOP006014,리북손만두,음식,음식 > 한식,57,KOP006014:한국어|ENP006014:영어|JPP006014:일본어|CNP006014:중국어 간체|TCP006014:중국어 번체,5
KOP005341,전주청국장집,음식,음식 > 한식,57,KOP005341:한국어|ENP005341:영어|JPP005341:일본어|CNP005341:중국어 간체|TCP005341:중국어 번체,5
KOP005422,정식당,음식,음식 > 한식,57,KOP005422:한국어|ENP005422:영어|JPP005422:일본어|CNP005422:중국어 간체|TCP005422:중국어 번체,5
KOP005496,청담골,음식,음식 > 한식,57,KOP005496:한국어|ENP005496:영어|JPP005496:일본어|CNP005496:중국어 간체|TCP005496:중국어 번체,5
KOP005525,카페먼데이투선데이,음식,음식 > 외국식 > 서양식,58,KOP005525:한국어|ENP005525:영어|JPP005525:일본어|CNP005525:중국어 간체|TCP005525:중국어 번체,5
KOP005560,케익하우스윈 (윈제과점),음식,음식 > 카페/찻집,58,KOP005560:한국어|ENP005560:영어|JPP005560:일본어|CNP005560:중국어 간체|TCP005560:중국어 번체,5
KOP005776,콰이19,음식,음식 > 외국식 > 중식,58,KOP005776:한국어|ENP005776:영어|JPP005776:일본어|CNP005776:중국어 간체|TCP005776:중국어 번체,5
KOP004961,여수동촌,음식,음식 > 한식,58,KOP004961:한국어|ENP004961:영어|JPP004961:일본어|CNP004961:중국어 간체|TCP004961:중국어 번체,5
KOP004984,영동설렁탕,음식,음식 > 한식,58,KOP004984:한국어|ENP004984:영어|JPP004984:일본어|CNP004984:중국어 간체|TCP004984:중국어 번체,5
KOP004876,야마모토스시,음식,음식 > 외국식 > 일식,58,KOP004876:한국어|ENP004876:영어|JPP004876:일본어|CNP004876:중국어 간체|TCP004876:중국어 번체,5
KOP005385,뱃고동,음식,음식 > 한식,58,KOP005385:한국어|ENP005385:영어|JPP005385:일본어|CNP005385:중국어 간체|TCP005385:중국어 번체,5
KOP005593,비스트로드욘트빌,음식,음식 > 외국식 > 서양식,58,KOP005593:한국어|ENP005593:영어|JPP005593:일본어|CNP005593:중국어 간체|TCP005593:중국어 번체,5
KOP004869,만두집,음식,음식 > 한식,58,KOP004869:한국어|ENP004869:영어|JPP004869:일본어|CNP004869:중국어 간체|TCP004869:중국어 번체,5
KOP004978,목로,음식,음식 > 한식,58,KOP004978:한국어|ENP004978:영어|JPP004978:일본어|CNP004978:중국어 간체|TCP004978:중국어 번체,5
KOP005182,미피아체,음식,음식 > 외국식 > 서양식,58,KOP005182:한국어|ENP005182:영어|JPP005182:일본어|CNP005182:중국어 간체|TCP005182:중국어 번체|RUP005182:러시아어,6
KOP005599,마당,음식,음식 > 카페/찻집,58,KOP005599:한국어|ENP005599:영어|JPP005599:일본어|CNP005599:중국어 간체|TCP005599:중국어 번체,5
KOP005679,마오,음식,음식 > 외국식 > 중식,58,KOP005679:한국어|ENP005679:영어|JPP005679:일본어|CNP005679:중국어 간체|TCP005679:중국어 번체,5
KOP005757,마포숯불갈비,음식,음식 > 한식,58,KOP005757:한국어|ENP005757:영어|JPP005757:일본어|CNP005757:중국어 간체|TCP005757:중국어 번체,5
KOP005571,리샨,음식,음식 > 외국식 > 기타외국식,58,KOP005571:한국어|ENP005571:영어|JPP005571:일본어|CNP005571:중국어 간체|TCP005571:중국어 번체,5
KOP004710,고향집,음식,음식 > 한식,58,KOP004710:한국어|ENP004710:영어|JPP004710:일본어|CNP004710:중국어 간체|TCP004710:중국어 번체,5
KOP004828,구스테이크528,음식,음식 > 외국식 > 서양식,58,KOP004828:한국어|ENP004828:영어|JPP004828:일본어|CNP004828:중국어 간체|TCP004828:중국어 번체|RUP004828:러시아어,6
KOP004858,굴비마을,음식,음식 > 한식,58,KOP004858:한국어|ENP004858:영어|JPP004858:일본어|CNP004858:중국어 간체|TCP004858:중국어 번체,5
KOP004897,그랑씨엘,음식,음식 > 외국식 > 서양식,58,KOP004897:한국어|ENP004897:영어|JPP004897:일본어|CNP004897:중국어 간체|TCP004897:중국어 번체,5
KOP004934,금성스테이크,음식,음식 > 한식,58,KOP004934:한국어|ENP004934:영어|JPP004934:일본어|CNP004934:중국어 간체|TCP004934:중국어 번체,5
KOP005470,파파호,음식,음식 > 외국식 > 기타외국식,59,KOP005470:한국어|ENP005470:영어|JPP005470:일본어|CNP005470:중국어 간체|TCP005470:중국어 번체|RUP005470:러시아어,6
KOP005069,삼성원조양곱창,음식,음식 > 한식,59,KOP005069:한국어|ENP005069:영어|JPP005069:일본어|CNP005069:중국어 간체|TCP005069:중국어 번체|RUP005069:러시아어,6
KOP005391,청담복집,음식,음식 > 한식,59,KOP005391:한국어|ENP005391:영어|JPP005391:일본어|CNP005391:중국어 간체|TCP005391:중국어 번체,5
KOP004836,마노디셰프,음식,음식 > 외국식 > 서양식,59,KOP004836:한국어|ENP004836:영어|JPP004836:일본어|CNP004836:중국어 간체|TCP004836:중국어 번체,5
KOP004966,비타민카페&amp;펍,음식,음식 > 주점,59,KOP004966:한국어|ENP004966:영어|JPP004966:일본어|CNP004966:중국어 간체|TCP004966:중국어 번체|RUP004966:러시아어,6
KOP005770,레스쁘아 뒤 이부,음식,음식 > 외국식 > 서양식,59,KOP005770:한국어|ENP005770:영어|JPP005770:일본어|CNP005770:중국어 간체|TCP005770:중국어 번체|RUP005770:러시아어,6
KOP005115,그란구스또,음식,음식 > 외국식 > 서양식,59,KOP005115:한국어|ENP005115:영어|JPP005115:일본어|CNP005115:중국어 간체|TCP005115:중국어 번체|RUP005115:러시아어,6
KOP005151,기소야,음식,음식 > 외국식 > 일식,59,KOP005151:한국어|ENP005151:영어|JPP005151:일본어|CNP005151:중국어 간체|TCP005151:중국어 번체,5
KOP005217,까발로비안코,음식,음식 > 외국식 > 서양식,59,KOP005217:한국어|ENP005217:영어|JPP005217:일본어|CNP005217:중국어 간체|TCP005217:중국어 번체|RUP005217:러시아어,6
KOP005292,꽃지,음식,음식 > 한식,59,KOP005292:한국어|ENP005292:영어|JPP005292:일본어|CNP005292:중국어 간체|TCP005292:중국어 번체,5
KOP005408,대치정육식당,음식,음식 > 한식,59,KOP005408:한국어|ENP005408:영어|JPP005408:일본어|CNP005408:중국어 간체|TCP005408:중국어 번체,5
KOP005515,두꺼비정육점식당,음식,음식 > 한식,59,KOP005515:한국어|ENP005515:영어|JPP005515:일본어|CNP005515:중국어 간체|TCP005515:중국어 번체,5
KOP004407,비꼴로,음식,음식 > 외국식 > 서양식,59,KOP004407:한국어|ENP004407:영어|JPP004407:일본어|CNP004407:중국어 간체|TCP004407:중국어 번체,5
KOP004813,포탈라,음식,음식 > 외국식 > 기타외국식,59,KOP004813:한국어|ENP004813:영어|JPP004813:일본어|CNP004813:중국어 간체|TCP004813:중국어 번체|MLP004813:말레이어,6
KOP004851,헤르지아,음식,음식 > 외국식 > 서양식,59,KOP004851:한국어|ENP004851:영어|JPP004851:일본어|CNP004851:중국어 간체|TCP004851:중국어 번체,5
KOP004148,만복림,음식,음식 > 외국식 > 중식,59,KOP004148:한국어|ENP004148:영어|JPP004148:일본어|CNP004148:중국어 간체|TCP004148:중국어 번체,5
KOP004176,디마떼오,음식,음식 > 외국식 > 서양식,59,KOP004176:한국어|ENP004176:영어|JPP004176:일본어|CNP004176:중국어 간체|TCP004176:중국어 번체|RUP004176:러시아어,6
KOP004309,동북화과왕,음식,음식 > 외국식 > 중식,59,KOP004309:한국어|ENP004309:영어|JPP004309:일본어|CNP004309:중국어 간체|TCP004309:중국어 번체,5
KOP004547,청일집,음식,음식 > 한식,59,KOP004547:한국어|ENP004547:영어|JPP004547:일본어|CNP004547:중국어 간체|TCP004547:중국어 번체|RUP004547:러시아어,6
KOP004018,하코야 역삼세무서점,음식,음식 > 외국식 > 일식,59,KOP004018:한국어|ENP004018:영어|JPP004018:일본어|CNP004018:중국어 간체|TCP004018:중국어 번체|RUP004018:러시아어,6
KOP004372,목란,음식,음식 > 외국식 > 중식,60,KOP004372:한국어|ENP004372:영어|JPP004372:일본어|CNP004372:중국어 간체|TCP004372:중국어 번체,5
KOP004069,시실리,음식,음식 > 카페/찻집,60,KOP004069:한국어|ENP004069:영어|JPP004069:일본어|CNP004069:중국어 간체|TCP004069:중국어 번체|RUP004069:러시아어,6
KOP003766,와인나라,음식,음식,60,KOP003766:한국어|ENP003766:영어|JPP003766:일본어|CNP003766:중국어 간체|TCP003766:중국어 번체|RUP003766:러시아어,6
KOP003537,맘마키키,음식,음식 > 주점,60,KOP003537:한국어|ENP003537:영어|JPP003537:일본어|CNP003537:중국어 간체|TCP003537:중국어 번체,5
KOP003624,무샤,음식,음식 > 주점,60,KOP003624:한국어|ENP003624:영어|JPP003624:일본어|CNP003624:중국어 간체|TCP003624:중국어 번체,5
KOP004169,뚜르뒤뱅,음식,음식 > 주점,60,KOP004169:한국어|ENP004169:영어|JPP004169:일본어|CNP004169:중국어 간체|TCP004169:중국어 번체,5
KOP004220,라싸브어,음식,음식 > 외국식 > 서양식,60,KOP004220:한국어|ENP004220:영어|JPP004220:일본어|CNP004220:중국어 간체|TCP004220:중국어 번체,5
KOP004367,로즈힐,음식,음식 > 한식,60,KOP004367:한국어|ENP004367:영어|JPP004367:일본어|CNP004367:중국어 간체|TCP004367:중국어 번체,5
KOP003754,남서울민물장어,음식,음식 > 한식,60,KOP003754:한국어|ENP003754:영어|JPP003754:일본어|CNP003754:중국어 간체|TCP003754:중국어 번체,5
KOP003780,노들강,음식,음식 > 한식,60,KOP003780:한국어|ENP003780:영어|JPP003780:일본어|CNP003780:중국어 간체|TCP003780:중국어 번체,5
KOP004041,대우부대찌개,음식,음식 > 한식,60,KOP004041:한국어|ENP004041:영어|JPP004041:일본어|CNP004041:중국어 간체|TCP004041:중국어 번체,5
KOP004113,더블린,음식,음식 > 주점,60,KOP004113:한국어|ENP004113:영어|JPP004113:일본어|CNP004113:중국어 간체|TCP004113:중국어 번체,5
KOP004447,강남교자,음식,음식 > 한식,60,KOP004447:한국어|ENP004447:영어|JPP004447:일본어|CNP004447:중국어 간체|TCP004447:중국어 번체,5
KOP003865,마차횟집,음식,음식 > 한식,60,KOP003865:한국어|ENP003865:영어|JPP003865:일본어|CNP003865:중국어 간체|TCP003865:중국어 번체,5
KOP004122,스시겐,음식,음식 > 외국식 > 일식,60,KOP004122:한국어|ENP004122:영어|JPP004122:일본어|CNP004122:중국어 간체|TCP004122:중국어 번체,5
KOP003542,미우미우,음식,음식 > 한식,60,KOP003542:한국어|ENP003542:영어|JPP003542:일본어|CNP003542:중국어 간체|TCP003542:중국어 번체,5
KOP003558,도림,음식,음식 > 외국식 > 중식,60,KOP003558:한국어|ENP003558:영어|JPP003558:일본어|CNP003558:중국어 간체|TCP003558:중국어 번체,5
KOP003563,알라딘의양고기,음식,음식 > 외국식 > 기타외국식,60,KOP003563:한국어|ENP003563:영어|JPP003563:일본어|CNP003563:중국어 간체|TCP003563:중국어 번체|RUP003563:러시아어|MLP003563:말레이어,7
KOP003578,어양,음식,음식 > 외국식 > 중식,60,KOP003578:한국어|ENP003578:영어|JPP003578:일본어|CNP003578:중국어 간체|TCP003578:중국어 번체,5
KOP003803,오발탄,음식,음식 > 한식,60,KOP003803:한국어|ENP003803:영어|JPP003803:일본어|CNP003803:중국어 간체|TCP003803:중국어 번체,5
KOP004053,웨스턴차이나,음식,음식 > 외국식 > 중식,61,KOP004053:한국어|ENP004053:영어|JPP004053:일본어|CNP004053:중국어 간체|TCP004053:중국어 번체,5
KOP004085,이쯔모,음식,음식 > 주점,61,KOP004085:한국어|ENP004085:영어|JPP004085:일본어|CNP004085:중국어 간체|TCP004085:중국어 번체,5
KOP004214,된장예술과술,음식,음식 > 한식,61,KOP004214:한국어|ENP004214:영어|JPP004214:일본어|CNP004214:중국어 간체|TCP004214:중국어 번체,5
KOP003422,너비집,음식,음식 > 한식,61,KOP003422:한국어|ENP003422:영어|JPP003422:일본어|CNP003422:중국어 간체|TCP003422:중국어 번체|RUP003422:러시아어,6
KOP003428,아리아께,음식,음식 > 외국식 > 일식,61,KOP003428:한국어|ENP003428:영어|JPP003428:일본어|CNP003428:중국어 간체|TCP003428:중국어 번체|RUP003428:러시아어,6
KOP003526,딸기골분식,음식,음식 > 한식,61,KOP003526:한국어|ENP003526:영어|JPP003526:일본어|CNP003526:중국어 간체|TCP003526:중국어 번체,5
KOP003612,라본느타르트,음식,음식 > 카페/찻집,61,KOP003612:한국어|ENP003612:영어|JPP003612:일본어|CNP003612:중국어 간체|TCP003612:중국어 번체,5
KOP003657,춘천집닭갈비막국수,음식,음식 > 한식,61,KOP003657:한국어|ENP003657:영어|JPP003657:일본어|CNP003657:중국어 간체|TCP003657:중국어 번체,5
KOP003707,니와,음식,음식 > 주점,61,KOP003707:한국어|ENP003707:영어|JPP003707:일본어|CNP003707:중국어 간체|TCP003707:중국어 번체|RUP003707:러시아어,6
KOP003748,봉산집,음식,음식 > 한식,61,KOP003748:한국어|ENP003748:영어|JPP003748:일본어|CNP003748:중국어 간체|TCP003748:중국어 번체|RUP003748:러시아어,6
KOP002753,장원북어국,음식,음식 > 한식,61,KOP002753:한국어|ENP002753:영어|JPP002753:일본어|CNP002753:중국어 간체|TCP002753:중국어 번체|RUP002753:러시아어,6
KOP002836,주빈,음식,음식 > 카페/찻집,61,KOP002836:한국어|ENP002836:영어|JPP002836:일본어|CNP002836:중국어 간체|TCP002836:중국어 번체|RUP002836:러시아어,6
KOP003016,진진만두,음식,음식 > 한식,61,KOP003016:한국어|ENP003016:영어|JPP003016:일본어|CNP003016:중국어 간체|TCP003016:중국어 번체,5
KOP003250,파낙스,음식,음식 > 한식,61,KOP003250:한국어|ENP003250:영어|JPP003250:일본어|CNP003250:중국어 간체|TCP003250:중국어 번체|RUP003250:러시아어,6
KOP003481,희정식당,음식,음식 > 한식,61,KOP003481:한국어|ENP003481:영어|JPP003481:일본어|CNP003481:중국어 간체|TCP003481:중국어 번체|RUP003481:러시아어,6
KOP003645,아지겐,음식,음식 > 외국식 > 일식,61,KOP003645:한국어|ENP003645:영어|JPP003645:일본어|CNP003645:중국어 간체|TCP003645:중국어 번체,5
KOP002592,하쯔호,음식,음식 > 외국식 > 일식,61,KOP002592:한국어|ENP002592:영어|JPP002592:일본어|CNP002592:중국어 간체|TCP002592:중국어 번체,5
